"","Day","Month","Year","SiteCode","Watershed","Ammonia","Nitrate","NPOC","Phosphorus","TDN","TN","TP","DON"
"210",16,4,15,"RB_1300S","Red Butte",0.0227,0.7143,NA,0.7143,NA,1.2357,0.0443,NA
"211",16,4,15,"RB_ARBR_AA","Red Butte",0.0104,0.0087,1.555,0.0087,0.088,0.0733,0.0383,0.0689
"212",16,4,15,"RB_CG_BA","Red Butte",0.0097,0.0147,1.576,0.0147,0.105,0.2533,0.0605,0.0806
"213",16,4,15,"RB_FD_AA","Red Butte",0.012,0.0468,3.241,0.0468,0.147,0.2175,0.0611,0.0882
"214",16,4,15,"RB_RBG_BA","Red Butte",0.0099,0.0249,1.411,0.0249,0.111,0.1372,0.0428,0.0762
"215",16,9,14,"PR_BJ_AA","Provo",0.0109,0.0109,3.8905,0.0109,0.303,0.2244,0.0172,0.2812
"216",16,9,14,"PR_CH_AA","Provo",NA,NA,3.627166667,NA,0.313833333,0.3066,0.0259,NA
"217",16,9,14,"PR_LM_BA","Provo",0.0087,0.0087,3.687333333,0.0087,0.242666667,0.2081,0.0183,0.225266667
"218",16,9,14,"PR_ST_BA","Provo",0.0102,0.0102,2.865666667,0.0102,0.162333333,0.1211,0.0037,0.141933333
"219",16,9,14,"RB_1300E","Red Butte",0.0097,2.9066,0.8875,2.9066,3.149666667,2.5274,0.0153,0.233366667
"220",16,9,14,"RB_1300S","Red Butte",0.0287,0.2876,5.055166667,0.2876,0.7585,0.8336,0.0605,0.4422
"221",16,9,14,"RB_ARBR_AA","Red Butte",0.0188,0.0212,1.125666667,0.0212,0.185333333,0.0858,0.027,0.145333333
"222",16,9,14,"RB_CG_BA","Red Butte",0.0232,0.0556,1.580166667,0.0556,0.205333333,0.1852,0.0436,0.126533333
"223",16,9,14,"RB_FD_AA","Red Butte",0.0144,0.0666,1.637333333,0.0666,0.213666667,0.2086,0.0436,0.132666667
"224",16,9,14,"RB_KF_BA","Red Butte",0.0061,0.0577,0.874166667,0.0577,0.121666667,0.1026,0.032,0.057866667
"225",16,9,14,"RB_RBG_BA","Red Butte",0.0152,0.0544,1.642,0.0544,0.215166667,0.2579,0.0528,0.145566667
"226",16,12,14,"LR_MainSt_BA","Logan",0.005,0.1563,0.5255652,0.005,0.191928533,0.2017,0.0065,0.030628533
"227",16,12,14,"LR_Mendon_AA","Logan",0.005,0.2408,0.75922715,0.005,0.251064667,0.3204,0.0067,0.00526466700000003
"228",16,12,14,"LR_WaterLab_AA","Logan",0.005,0.1621,0.5810779,0.005,0.1953298,0.2015,0.0052,0.0282298
"229",17,12,14,"LR_TonyGrove_BA","Logan",0.005,0.0692,0.6254953,0.005,0.117726667,0.1097,0.0051,0.043526667
"230",18,2,15,"RB_1300S","Red Butte",0.0257,2.6472,1.57,2.6472,3.132,3.1354,0.0127,0.4591
"231",18,2,15,"RB_ARBR_AA","Red Butte",0.005,0.005,1.137,0.005,0.097,0.0166,0.0149,0.087
"232",18,2,15,"RB_CG_BA","Red Butte",0.0059,0.0107,1.203,0.0107,0.103,0.0355,0.0184,0.0864
"233",18,2,15,"RB_FD_AA","Red Butte",0.005,0.005,1.916,0.005,0.1,0.0425,0.0152,0.09
"234",18,2,15,"RB_LDS","Red Butte",0.0058,2.7408,NA,2.7408,NA,3.0854,0.0131,NA
"235",18,2,15,"RB_LDSWard","Red Butte",NA,NA,0.701,NA,3.205,NA,NA,NA
"236",18,2,15,"RB_RBG_BA","Red Butte",0.0097,0.0366,1.829,0.0366,0.122,0.0893,0.0272,0.0757
"237",18,3,15,"RB_KF_BA","Red Butte",0.005,0.0381,0.658,0.0381,0.081,0.1009,0.0139,0.0379
"238",18,6,15,"RB_1300E","Red Butte",0.0342,1.2622,1.866,1.2622,1.422,1.1577,0.03,0.1256
"239",18,6,15,"RB_1300S","Red Butte",NA,NA,3.56,NA,1.364,NA,NA,NA
"240",18,6,15,"RB_900W","Red Butte",NA,NA,NA,NA,NA,1.5641,0.0498,NA
"241",18,6,15,"RB_ARBR_AA","Red Butte",0.0173,0.0481,1.477,0.0481,NA,0.136,0.0208,NA
"242",18,6,15,"RB_CG_BA","Red Butte",0.0314,0.0594,2.776,0.0594,0.248,0.2982,0.0506,0.1572
"243",18,6,15,"RB_FD_AA","Red Butte",0.0182,0.0649,2.687,0.0649,0.232,NA,NA,0.1489
"244",18,6,15,"RB_KF_BA","Red Butte",0.0092,0.0564,0.868,0.0564,0.122,0.161,0.038,0.0564
"245",18,6,15,"RB_RBG_BA","Red Butte",0.0432,0.0473,2.896,0.0473,0.243,0.2976,0.0398,0.1525
"246",18,9,14,"LR_Franklin_BA","Logan",NA,NA,NA,NA,0.216333333,0.1802,0.0127,NA
"247",18,9,14,"LR_MainSt_BA","Logan",NA,NA,NA,NA,0.278466667,0.1728,0.0104,NA
"248",18,9,14,"LR_Mendon_AA","Logan",NA,NA,NA,NA,0.35,0.4121,0.0243,NA
"249",18,9,14,"LR_TonyGrove_BA","Logan",NA,NA,NA,NA,0.180666667,0.0803,0.0106,NA
"250",18,9,14,"LR_WaterLab_AA","Logan",NA,NA,NA,NA,0.143166667,0.1585,0.0089,NA
"251",18,11,14,"RB_1300E","Red Butte",0.0074,2.731,NA,2.731,NA,2.993,0.0067,NA
"252",18,11,14,"RB_1300S","Red Butte",0.0801,0.6299,NA,0.6299,NA,NA,NA,NA
"253",18,11,14,"RB_ARBR_AA","Red Butte",0.005,0.005,0.589190367,0.005,0.026074337,0.1291,0.0476,0.016074337
"254",18,11,14,"RB_CG_BA","Red Butte",0.0081,0.005,1.237187171,0.005,0.080869051,0.1225,0.0348,0.067769051
"255",18,11,14,"RB_FD_AA","Red Butte",0.005,0.005,NA,0.005,NA,0.0851,0.0376,NA
"256",18,11,14,"RB_KF_BA","Red Butte",0.005,0.0697,0.206562602,0.0697,0.08684307,0.0974,0.0255,0.01214307
"257",18,11,14,"RB_RBG_BA","Red Butte",0.005,0.0098,1.414351095,0.0098,0.154572097,0.1265,0.0223,0.139772097
"258",18,11,14,"RB_TM","Red Butte",NA,NA,0.451118739,NA,0.053584411,NA,NA,NA
"259",19,2,15,"LR_Franklin_BA","Logan",NA,NA,0.86,NA,0.08,NA,NA,NA
"260",19,2,15,"LR_Mendon_AA","Logan",NA,NA,0.86,NA,0.33,NA,NA,NA
"261",19,2,15,"LR_TonyGrove_BA","Logan",NA,NA,1.01,NA,0.09,NA,NA,NA
"262",19,2,15,"LR_WaterLab_AA","Logan",NA,NA,1.99,NA,0.195,NA,NA,NA
"263",19,3,15,"LR_MainSt_BA","Logan",0.005,0.0689,1.603,0.005,0.15,0.1412,0.005,0.0761
"264",19,3,15,"LR_Mendon_AA","Logan",0.005,0.1234,1.514,0.005,0.232,0.3181,0.0067,0.1036
"265",19,3,15,"LR_TonyGrove_BA","Logan",0.0065,0.0204,1.364,0.005,0.111,0.1277,0.0089,0.0841
"266",19,3,15,"LR_WaterLab_AA","Logan",0.0069,0.0844,0.969,0.005,0.188,0.1866,0.0059,0.0967
"267",19,3,15,"RB_1300E","Red Butte",0.0098,2.8142,0.718,2.8142,3.024,1.4144,0.005,0.2
"268",19,3,15,"RB_1300S","Red Butte",0.025,2.556,1.145,2.556,2.807,2.961,0.0064,0.226
"269",19,3,15,"RB_ARBR_AA","Red Butte",0.005,0.005,1.335467,0.005,0.076,0.0719,0.009,0.066
"270",19,3,15,"RB_CG_BA","Red Butte",0.0072,0.008,1.566,0.008,0.099,0.0827,0.034,0.0838
"271",19,3,15,"RB_FD_AA","Red Butte",0.0069,0.005,1.184,0.005,0.09,0.0719,0.0089,0.0781
"272",19,3,15,"RB_RBG_BA","Red Butte",0.0189,0.0153,1.472,0.0153,0.119,0.07,0.007,0.0848
"273",19,12,14,"PR_BJ_AA","Provo",0.005,0.005,4.94573,0.005,0.369900333,0.1717,0.0105,0.359900333
"274",19,12,14,"PR_CH_AA","Provo",0.002,0.002,3.357455,0.002,0.3706098,0.3123,0.0172,0.3666098
"275",19,12,14,"PR_LM_BA","Provo",0.0013,0.0013,3.32216,0.0013,0.167639733,0.1289,0.0104,0.165039733
"276",19,12,14,"PR_ST_BA","Provo",0.005,0.005,2.429468,0.005,0.288123867,0.1624,0.0025,0.278123867
"277",20,2,15,"PR_BJ_AA","Provo",0.0039,0.0039,NA,0.0039,NA,0.2235,0.0163,NA
"278",20,2,15,"PR_CH_AA","Provo",0.0163,0.0163,3.497,0.0163,0.427,0.3949,0.0303,0.3944
"279",20,2,15,"PR_LM_BA","Provo",0.0116,0.0116,3.749,0.0116,0.287,0.1555,0.0119,0.2638
"280",20,2,15,"PR_ST_BA","Provo",0.0044,0.0044,3.655,0.0044,0.247,0.1893,0.0102,0.2382
"281",20,4,15,"RB_KF_BA","Red Butte",NA,NA,2.416,NA,0.086,NA,NA,NA
"282",20,8,14,"LR_Franklin_BA","Logan",0.0062,0.097,0.917362743,0.005,0.307555556,0.2311,0.0271,0.204355556
"283",20,8,14,"LR_MainSt_BA","Logan",0.0086,0.0869,1.132222222,0.005,0.369444444,0.1646,0.005,0.273944444
"284",20,8,14,"LR_Mendon_AA","Logan",0.0321,0.5743,2.090666667,0.005,1.028444444,NA,NA,0.422044444
"285",20,8,14,"LR_TonyGrove_BA","Logan",0.008,0.0174,1.028222222,0.005,0.275107404,0.1309,0.0056,0.249707404
"286",20,8,14,"LR_WaterLab_AA","Logan",0.005,0.0643,0.957,0.005,0.313555556,NA,NA,0.244255556
"287",20,8,14,"PR_BJ_AA","Provo",NA,NA,4.014888889,NA,0.389333333,NA,NA,NA
"288",20,8,14,"PR_CH_AA","Provo",NA,NA,4.266222222,NA,0.454666667,NA,NA,NA
"289",20,8,14,"PR_LM_BA","Provo",NA,NA,4.225444444,NA,0.379111111,NA,NA,NA
"290",20,8,14,"PR_ST_BA","Provo",NA,NA,3.583444444,NA,0.310444444,NA,NA,NA
"291",20,8,14,"RB_1300E","Red Butte",0.005,2.1708,NA,2.1708,NA,2.2738,0.0086,NA
"292",20,8,14,"RB_1300ESpring","Red Butte",0.015,1.6475,NA,1.6475,NA,1.9998,0.0138,NA
"293",20,8,14,"RB_ARBR_AA","Red Butte",0.005,0.0523,1.288,0.0523,0.249111111,0.3251,0.0807,0.191811111
"294",20,8,14,"RB_CG_BA","Red Butte",0.005,0.0922,1.850222222,0.0922,0.358666667,0.3215,0.0875,0.261466667
"295",20,8,14,"RB_FD_AA","Red Butte",0.005,0.1273,2.614666667,0.1273,0.429,0.3146,0.1655,0.2967
"296",20,8,14,"RB_KF_BA","Red Butte",0.005,0.0477,0.653444444,0.0477,0.232111111,0.1804,0.0475,0.179411111
"297",20,8,14,"RB_RBG_BA","Red Butte",0.0094,0.0881,1.777333333,0.0881,0.336,0.4512,0.1652,0.2385
"298",20,8,15,"RB_900W","Red Butte",0.2259,0.6523,NA,0.6523,NA,1.1337,0.0981,NA
"299",20,8,15,"RB_ARBR_AA","Red Butte",0.01415,0.07545,NA,0.07545,NA,0.1186,0.0167,NA
"300",20,8,15,"RB_CG_BA","Red Butte",0.0548,0.1444,NA,0.1444,NA,0.4526,0.1435,NA
"301",20,8,15,"RB_FD_AA","Red Butte",0.0116,0.1091,NA,0.1091,NA,0.3904,0.1161,NA
"302",20,8,15,"RB_KF_BA","Red Butte",0.0218,0.0556,NA,0.0556,NA,0.1232,0.0292,NA
"303",20,8,15,"RB_LDS","Red Butte",0.0641,2.05,NA,2.05,NA,1.7472,0.0387,NA
"304",20,8,15,"RB_RBG_BA","Red Butte",0.0522,0.1814,NA,0.1814,NA,0.3307,0.0836,NA
"305",21,1,15,"PR_BJ_AA","Provo",0.0102,0.0102,4.421,0.0102,0.178,0.2109,0.0124,0.1576
"306",21,1,15,"PR_CH_AA","Provo",0.0297,0.0297,4.034,0.0297,0.425,0.4901,0.043,0.3656
"307",21,1,15,"PR_LM_BA","Provo",0.0035,0.0035,6.211,0.0035,0.236,0.1531,0.0093,0.229
"308",21,1,15,"PR_ST_BA","Provo",6e-04,6e-04,3.982,6e-04,0.181,0.1745,0.0016,0.1798
"309",21,7,15,"LR_Franklin_BA","Logan",0.005,0.1023,NA,0.005,NA,0.1479,0.0103,NA
"310",21,7,15,"LR_MainSt_BA","Logan",0.005,0.0779,NA,0.005,NA,0.2145,0.0081,NA
"311",21,7,15,"LR_Mendon_AA","Logan",0.005,0.3433,NA,0.005,NA,0.5724,0.0194,NA
"312",21,7,15,"LR_TonyGrove_BA","Logan",0.005,0.0146,NA,0.005,NA,0.1295,0.0113,NA
"313",21,7,15,"LR_WaterLab_AA","Logan",0.005,0.0706,NA,0.005,NA,0.1963,0.0068,NA
"314",21,8,14,"PR_BJ_AA","Provo",0.0039,0.0039,NA,0.0039,NA,NA,NA,NA
"315",21,8,14,"PR_CH_AA","Provo",0.0083,0.0083,NA,0.0083,NA,0.1798,0.0031,NA
"316",21,8,14,"PR_LM_BA","Provo",0.0096,0.0096,NA,0.0096,NA,0.1784,0.0096,NA
"317",21,8,14,"PR_ST_BA","Provo",0.0077,0.0077,NA,0.0077,NA,0.15115,0.00405,NA
"318",22,1,15,"LR_Franklin_BA","Logan",NA,NA,NA,NA,NA,0.2347,0.0091,NA
"319",22,1,15,"LR_MainSt_BA","Logan",0.0112,0.1724,0.429,0.005,0.234,0.2422,0.005,0.0504
"320",22,1,15,"LR_Mendon_AA","Logan",0.0058,0.263,1.613,0.005,0.268,0.4966,0.0111,-0.000800000000000023
"321",22,1,15,"LR_TonyGrove_BA","Logan",NA,NA,NA,NA,NA,0.198,0.0105,NA
"322",22,1,15,"LR_WaterLab_AA","Logan",0.0251,0.1669,0.455,0.005,0.219,0.2412,0.0078,0.027
"323",22,11,14,"LR_CanalGarff","Logan",NA,NA,0.578872302,NA,0.273089663,NA,NA,NA
"324",22,11,14,"LR_Franklin_BA","Logan",NA,NA,0.527991944,NA,0.16961034,NA,NA,NA
"325",22,11,14,"LR_HWY252","Logan",0.005,0.1795,0.685549723,0.005,0.22129302,0.2202,0.0076,0.03679302
"326",22,11,14,"LR_MainSt_BA","Logan",0.0129,0.1596,0.805163678,0.005,0.290725594,0.2262,0.005,0.118225594
"327",22,11,14,"LR_Mendon_AA","Logan",0.0295,0.1726,0.975667104,0.005,0.294215742,0.2156,0.0074,0.092115742
"328",22,11,14,"LR_Temple","Logan",0.0582,0.1469,0.586486585,0.005,0.168570419,0.19,0.0109,-0.036529581
"329",22,11,14,"LR_TempleSpring","Logan",0.005,0.133,NA,0.005,NA,NA,NA,NA
"330",22,11,14,"LR_TonyGrove_BA","Logan",0.005,0.1028,0.60557925,0.005,0.154040007,0.1474,0.006,0.046240007
"331",22,11,14,"LR_WaterLab_AA","Logan",0.0144,0.1674,0.549002989,0.005,0.208201404,0.1921,0.0055,0.026401404
"332",23,6,15,"LR_Franklin_BA","Logan",0.0095,0.0856,1.206891,0.005,0.1481503,0.3004,0.0133,0.0530503
"333",23,6,15,"LR_MainSt_BA","Logan",0.011,0.0815,1.24701,0.005,0.173517,0.1769,0.0054,0.081017
"334",23,6,15,"LR_Mendon_AA","Logan",0.0234,0.3457,1.75011,0.005,0.472376,0.4983,0.0156,0.103276
"335",23,6,15,"LR_TonyGrove_BA","Logan",0.0179,0.029,1.40697,0.0051,0.1334091,0.1252,0.0091,0.0865091
"336",23,6,15,"LR_WaterLab_AA","Logan",0.0219,0.0721,1.57,0.005,0.1312302,0.139,0.0051,0.0372302
"337",23,7,15,"PR_BJ_AA","Provo",NA,NA,NA,NA,NA,0.2208,0.0094,NA
"338",23,7,15,"PR_CH_AA","Provo",NA,NA,NA,NA,NA,0.3144,0.0284,NA
"339",23,7,15,"PR_LM_BA","Provo",NA,NA,NA,NA,NA,0.2331,0.017,NA
"340",24,6,15,"PR_BJ_AA","Provo",0.0053,0.0053,NA,0.0053,NA,0.1954,0.0055,NA
"341",24,6,15,"PR_CH_AA","Provo",0.0259,0.0259,NA,0.0259,NA,0.3491,0.0245,NA
"342",24,6,15,"PR_LM_BA","Provo",0.0052,0.0052,NA,0.0052,NA,0.1882,0.0093,NA
"343",24,6,15,"PR_ST_BA","Provo",0.0115,0.0115,NA,0.0115,NA,0.1427,0.0027,NA
"344",27,5,15,"LR_Franklin_BA","Logan",0.0259,0.1015,5.939,0.0078,0.295,0.2434,0.017,0.1676
"345",27,5,15,"LR_MainSt_BA","Logan",0.0312,0.1072,NA,0.005,NA,0.251,0.0158,NA
"346",27,5,15,"LR_Mendon_AA","Logan",0.0252,0.1575,NA,0.005,NA,0.3707,0.0222,NA
"347",27,5,15,"LR_TonyGrove_BA","Logan",0.0168,0.0531,5.194,0.005,0.162,0.1663,0.0139,0.0921
"348",27,5,15,"LR_WaterLab_AA","Logan",0.0271,0.0999,4.078,0.005,0.192,0.2193,0.013,0.065
"349",27,5,15,"MR_AA_150527","Logan",NA,NA,4.52,NA,0.226,NA,NA,NA
"350",27,5,15,"MS_BA_150527","Logan",NA,NA,6.788,NA,0.188,NA,NA,NA
"351",27,5,15,"PR_BJ_AA","Provo",0.0042,0.0042,3.529,0.0042,0.18,0.1742,0.0031,0.1716
"352",27,5,15,"PR_CH_AA","Provo",0.006,0.006,4.099,0.006,0.273,0.1614,0.0306,0.261
"353",27,5,15,"PR_LM_BA","Provo",NA,NA,3.459,NA,0.147,0.2085,0.0062,NA
"354",27,5,15,"PR_ST_BA","Provo",0.0041,0.0041,21.071,0.0041,0.186,0.2046,0.0036,0.1778
"355",27,5,15,"RB_1300E","Red Butte",0.0129,0.5333,5.8625,0.5333,0.753,0.7815,0.0574,0.2068
"356",27,5,15,"RB_1300S","Red Butte",0.0317,0.6177,NA,0.6177,NA,1.0613,0.0435,NA
"357",27,5,15,"RB_ARBR_AA","Red Butte",0.0175,0.0396,4.683,0.0396,0.153,0.1746,0.0418,0.0959
"358",27,5,15,"RB_CG_BA","Red Butte",0.0172,0.0529,5.054,0.0529,0.175,0.2937,0.0546,0.1049
"359",27,5,15,"RB_FD_AA","Red Butte",0.0181,0.0669,5.281,0.0669,0.189,0.2889,0.0527,0.104
"360",27,5,15,"RB_KF_BA","Red Butte",0.0081,0.0639,1.948,0.0639,0.092,0.1017,0.0228,0.02
"361",27,5,15,"RB_RBG_BA","Red Butte",0.0277,0.0389,5.034,0.0389,0.176,0.2171,0.0411,0.1094
"362",28,10,14,"PR_BJ_AA","Provo",0.005,0.005,0.841,0.005,NA,0.205,0.0118,NA
"363",28,10,14,"PR_CH_AA","Provo",0.0199,0.0199,1.217333333,0.0199,NA,0.4395,0.023,NA
"364",28,10,14,"PR_LM_BA","Provo",0.005,0.005,0.937666667,0.005,NA,0.1698,0.0122,NA
"365",28,10,14,"PR_ST_BA","Provo",0.0037,0.0037,1.251,0.0037,NA,0.1507,0.0036,NA
"366",29,4,15,"PR_BJ_AA","Provo",NA,NA,3.344,NA,0.181,0.1126,0.0102,NA
"367",29,4,15,"PR_CH_AA","Provo",0.0144,0.0144,4.296,0.0144,0.374,0.3849,0.037,0.3452
"368",29,4,15,"PR_LM_BA","Provo",0.01,0.01,NA,0.01,NA,0.1157,0.0159,NA
"369",29,4,15,"PR_ST_BA","Provo",0.005,0.005,7.265,0.005,0.237,0.1859,0.0118,0.227
"370",29,4,15,"RB_1300E","Red Butte",0.0112,1.3118,3.2515,1.3118,1.103,0.5692,0.0648,-0.22
"371",29,4,15,"RB_1300S","Red Butte",0.0543,0.4712,NA,0.4712,NA,1.1063,0.0764,NA
"372",29,4,15,"RB_ARBR_AA","Red Butte",0.0089,0.012,1.851,0.012,0.104,0.0792,0.03,0.0831
"373",29,4,15,"RB_CG_BA","Red Butte",0.01,0.01,2.646,0.01,0.103,0.1296,0.0453,0.083
"374",29,4,15,"RB_FD_AA","Red Butte",0.0537,0.0314,3.889,0.0314,0.222,0.1409,0.0324,0.1369
"375",29,4,15,"RB_KF_BA","Red Butte",0.0117,0.0286,0.724,0.0286,0.101,0.1535,0.0392,0.0607
"376",29,4,15,"RB_RBG_BA","Red Butte",0.0252,0.0183,2.358,0.0183,0.122,0.1359,0.0387,0.0785
"377",29,12,14,"RB_1300E","Red Butte",0.0056,2.3616,0.878,2.3616,2.759,2.4596,0.0096,0.3918
"378",29,12,14,"RB_1300S","Red Butte",0.1056,1.098,1.879,1.098,1.898,1.7478,0.0212,0.6944
"379",29,12,14,"RB_CG_BA","Red Butte",0.005,0.0291,1.377,0.0291,0.205,0.1615,0.0372,0.1709
"380",29,12,14,"RB_FD_AA","Red Butte",0.062,0.0463,2.15,0.0463,0.44,0.2756,0.0456,0.3317
"381",29,12,14,"RB_RBG_BA","Red Butte",0.0103,0.037,1.48,0.037,0.259,0.1614,0.0306,0.2117
"382",30,4,15,"LR_Franklin_BA","Logan",0.012,0.0884,2.602,0.005,0.11,0.2173,0.0285,0.0096
"383",30,4,15,"LR_MainSt_BA","Logan",0.0099,0.0249,NA,0.0061,NA,0.2145,0.0201,NA
"384",30,4,15,"LR_Mendon_AA","Logan",0.0195,0.1279,NA,0.005,NA,0.2501,0.0203,NA
"385",30,4,15,"LR_TonyGrove_BA","Logan",0.0185,0.0507,6.021,0.005,0.211,0.1539,0.0206,0.1418
"386",30,4,15,"LR_WaterLab_AA","Logan",0.0201,0.1022,1.461,0.005,0.203,0.2013,0.0199,0.0807
"387",30,4,15,"MR_AA_150430","Logan",NA,NA,3.145,NA,0.232,NA,NA,NA
"388",30,4,15,"MS_BA_150430","Logan",NA,NA,5.177,NA,0.193,NA,NA,NA
"389",30,4,15,"PR_LM_BA","Provo",NA,NA,3.613,NA,0.168,NA,NA,NA
"390",30,9,14,"LR_MainSt_BA","Logan",0.005,0.1193,0.904833333,0.005,0.249333333,0.2175,0.0069,0.125033333
"391",30,9,14,"LR_WaterLab_AA","Logan",0.005,0.0989,0.853833333,0.005,0.225166667,0.1984,0.0056,0.121266667
"392",30,9,14,"PR_BJ_AA","Provo",0.0013,0.0013,0.651333333,0.0013,NA,0.3035,0.0149,NA
"393",30,9,14,"PR_CH_AA","Provo",0.0071,0.0071,0.593,0.0071,NA,0.416,0.0289,NA
"394",30,9,14,"PR_LM_BA","Provo",0.0068,0.0068,0.65,0.0068,NA,0.2651,0.0195,NA
"395",30,9,14,"PR_ST_BA","Provo",NA,NA,0.426666667,NA,NA,0.2725,0.01,NA
"396",30,9,14,"RB_1300E","Red Butte",0.0054,2.885,0.778166667,2.885,1.4795,3.0318,0.0081,-1.4109
"397",30,9,14,"RB_1300S","Red Butte",NA,NA,3.567833333,NA,1.209,1.0159,0.0535,NA
"398",30,9,14,"RB_ARBR_AA","Red Butte",0.006,0.005,1.506666667,0.005,0.213166667,0.2423,0.0399,0.202166667
"399",30,9,14,"RB_CG_BA","Red Butte",0.0067,0.049,1.476833333,0.049,0.2185,0.2144,0.0279,0.1628
"400",30,9,14,"RB_FD_AA","Red Butte",0.005,0.05,1.286333333,0.05,0.214166667,0.2793,0.0405,0.159166667
"401",30,9,14,"RB_KF_BA","Red Butte",0.005,0.0357,0.956333333,0.0357,0.2715,0.0981,0.0205,0.2308
"402",30,9,14,"RB_RBG_BA","Red Butte",0.0067,0.0389,1.331166667,0.0389,0.2235,0.2339,0.0289,0.1779
"403",30,10,14,"LR_Franklin_BA","Logan",0.005,0.0881,0.725333333,0.005,1.1305,NA,NA,1.0374
"404",30,10,14,"LR_MainSt_BA","Logan",0.005,0.0906,0.747666667,0.005,0.6665,0.1281,0.0064,0.5709
"405",30,10,14,"LR_Mendon_AA","Logan",0.02,0.1507,1.055,0.005,0.7165,0.206,0.0062,0.5458
"406",30,10,14,"LR_TonyGrove_BA","Logan",0.0156,0.0243,1.543666667,0.005,0.7305,0.0911,0.0059,0.6906
"407",30,10,14,"LR_WaterLab_AA","Logan",0.005,0.099,0.797666667,0.005,0.732,0.1697,0.007,0.628
"408",31,8,15,"RB_900W","Red Butte",0.1101,0.8341,NA,0.8341,NA,1.4539,0.1195,NA
"409",31,8,15,"RB_ARBR_AA","Red Butte",0.0129,0.028,NA,0.028,NA,0.1135,0.0197,NA
"410",31,8,15,"RB_CG_BA","Red Butte",0.005,0.0997,NA,0.0997,NA,0.2854,0.0578,NA
"411",31,8,15,"RB_FD_AA","Red Butte",0.005,0.0684,NA,0.0684,NA,0.297,0.0605,NA
"412",31,8,15,"RB_KF_BA","Red Butte",0.005,0.0477,NA,0.0477,NA,0.1706,0.0352,NA
"413",31,8,15,"RB_LDS","Red Butte",0.0732,2.1614,NA,2.1614,NA,1.788,0.0603,NA
"414",31,8,15,"RB_RBG_BA","Red Butte",0.1303,0.2251,NA,0.2251,NA,0.3632,0.0798,NA
"415",31,12,14,"RB_ARBR_AA","Red Butte",NA,NA,1.052,NA,0.078,NA,NA,NA
